"23044","02,08,15,22,24,26","16"
"23043","05,08,12,20,24,28","10"
"23042","10,17,20,23,27,30","10"
"23041","01,06,12,13,15,24","6"
"23040","09,16,17,24,29,31","8"
"23039","02,03,09,13,19,28","9"
"23038","02,09,14,17,31,33","8"
"23037","08,23,25,26,29,31","12"
"23036","13,14,18,19,24,30","9"
"23035","01,04,09,10,20,33","6"
"23034","02,03,09,11,12,17","15"
"23033","08,09,13,23,24,26","5"
"23032","06,19,20,26,28,33","1"
"23031","07,14,27,29,31,33","5"
"23030","02,03,07,16,30,31","6"
"23029","03,07,12,24,28,33","8"
"23028","05,07,10,17,20,22","14"
"23027","08,10,22,27,32,33","8"
"23026","01,18,26,30,31,33","3"
"23025","04,16,20,21,31,32","14"
"23024","03,06,09,17,27,28","3"
"23023","05,08,10,15,24,25","9"
"23022","10,11,18,19,23,31","3"
"23021","02,05,06,19,21,27","4"
"23020","01,12,17,18,26,27","5"
"23019","06,12,26,28,29,32","15"
"23018","10,12,17,19,25,31","13"
"23017","05,11,18,20,26,28","12"
"23016","14,16,19,23,28,30","3"
"23015","02,03,14,21,29,32","8"
"23014","06,07,18,23,27,30","5"
"23013","06,10,14,22,23,33","13"
"23012","03,04,07,22,26,30","6"
"23011","06,07,16,17,21,22","4"
"23010","04,05,13,18,27,29","12"
"23009","03,04,19,23,30,32","6"
"23008","05,13,18,20,26,28","6"
"23007","05,06,09,22,25,31","3"
"23006","02,10,12,14,24,26","5"
"23005","02,06,08,13,14,19","16"
"23004","01,07,15,16,20,25","16"
"23003","05,08,18,25,30,32","6"
"23002","02,06,10,16,18,22","13"
"23001","09,16,18,22,28,32","2"
"22150","01,07,11,12,22,28","5"
"22149","02,22,26,29,32,33","14"
"22148","02,15,16,17,21,31","14"
"22147","02,03,07,13,20,30","10"
"22146","06,07,13,18,26,31","6"
"22145","03,21,25,30,31,33","11"
"22144","07,20,22,23,31,32","5"
"22143","07,08,13,29,30,33","3"
"22142","01,03,13,16,21,27","3"
"22141","05,12,13,17,20,27","14"
"22140","08,09,18,19,20,27","15"
"22139","06,07,09,16,17,19","14"
"22138","02,14,19,21,25,28","11"
"22137","08,21,23,27,28,33","1"
"22136","08,10,14,15,18,22","8"
"22135","09,11,13,24,28,32","6"
"22134","01,05,14,17,24,31","14"
"22133","05,08,16,17,21,25","12"
"22132","01,03,18,26,32,33","4"
"22131","03,05,10,13,19,29","6"
"22130","02,08,15,17,26,28","12"
"22129","10,12,14,22,24,27","7"
"22128","03,12,18,24,27,29","1"
"22127","03,04,09,10,29,33","13"
"22126","01,13,15,17,26,33","13"
"22125","02,03,07,12,20,31","16"
"22124","05,10,13,18,24,26","1"
"22123","10,13,16,20,21,25","5"
"22122","06,08,17,19,24,28","5"
"22121","12,17,22,27,30,31","2"
"22120","02,15,19,26,27,29","2"
"22119","02,05,15,18,26,27","4"
"22118","02,06,07,11,14,33","8"
"22117","04,13,17,18,28,29","6"
"22116","08,14,26,27,30,33","1"
"22115","06,07,18,20,27,29","9"
"22114","01,05,15,19,26,29","13"
"22113","13,14,20,24,27,29","2"
"22112","03,05,08,17,25,31","1"
"22111","02,10,11,13,28,31","1"
"22110","09,13,15,18,20,28","15"
"22109","04,11,13,19,22,33","11"
"22108","01,07,13,17,18,31","15"
"22107","03,09,11,15,19,28","16"
"22106","17,20,22,23,24,31","1"
"22105","06,12,13,15,21,23","15"
"22104","01,08,19,25,26,31","1"
"22103","06,09,12,14,20,28","10"
"22102","09,10,12,18,29,32","14"
"22101","04,16,18,19,27,28","4"
"22100","02,06,07,15,20,21","15"
"22099","01,11,23,24,26,32","15"
"22098","02,03,04,06,21,33","5"
"22097","04,05,10,13,30,31","14"
"22096","03,16,17,19,25,33","7"
"22095","04,13,14,18,20,28","8"
"22094","06,11,13,16,19,31","2"
"22093","21,22,24,28,29,32","14"
"22092","07,10,16,20,21,27","11"
"22091","08,18,20,22,24,28","10"
"22090","01,04,25,27,29,30","7"
"22089","02,07,15,29,31,33","15"
"22088","03,09,15,17,20,22","6"
"22087","05,06,09,13,23,25","8"
"22086","01,04,08,21,23,24","11"
"22085","07,09,14,31,32,33","13"
"22084","03,18,23,24,25,32","9"
"22083","08,12,13,14,19,20","5"
"22082","04,10,11,23,30,32","14"
"22081","04,08,11,21,27,30","1"
"22080","05,12,15,17,18,27","4"
"22079","01,09,15,17,22,23","16"
"22078","01,04,05,15,17,31","9"
"22077","03,17,18,19,20,27","16"
"22076","08,09,10,13,24,29","2"
"22075","01,02,04,25,26,30","10"
"22074","05,07,15,19,29,33","15"
"22073","06,10,14,15,26,29","12"
"22072","05,14,15,16,18,32","12"
"22071","04,07,15,18,29,33","1"
"22070","04,06,09,27,28,33","2"
"22069","06,07,13,19,26,29","8"
"22068","07,12,15,24,26,29","6"
"22067","01,05,13,21,26,29","15"
"22066","06,11,14,20,27,30","9"
"22065","09,14,18,23,28,31","2"
"22064","04,06,12,13,17,31","16"
"22063","06,08,09,17,22,31","11"
"22062","16,18,20,21,23,33","5"
"22061","01,03,16,18,29,33","6"
"22060","16,18,19,24,28,32","1"
"22059","06,09,18,19,29,33","6"
"22058","06,13,14,23,31,33","1"
"22057","12,15,20,26,30,33","16"
"22056","01,06,11,14,17,26","15"
"22055","02,04,09,26,28,33","3"
"22054","08,12,21,27,28,33","11"
"22053","10,14,18,23,27,33","15"
"22052","07,24,27,29,31,32","15"
"22051","02,05,11,17,21,33","1"
"22050","03,05,08,14,27,33","8"
"22049","02,04,07,18,25,26","10"
"22048","05,07,17,20,26,31","14"
"22047","03,07,08,14,27,30","9"
"22046","02,11,24,25,27,30","14"
"22045","03,12,17,18,19,28","4"
"22044","01,07,08,21,23,29","6"
"22043","02,17,20,23,25,27","8"
"22042","05,10,11,21,22,30","13"
"22041","05,07,21,22,24,29","14"
"22040","03,12,14,16,31,33","12"
"22039","02,06,07,10,15,20","5"
"22038","09,12,13,16,24,32","4"
"22037","01,10,13,20,22,32","14"
"22036","02,03,14,16,26,31","2"
"22035","08,12,13,19,23,25","15"
"22034","14,17,26,31,32,33","10"
"22033","05,12,19,22,25,26","5"
"22032","04,10,11,14,23,32","7"
"22031","01,10,11,22,26,32","7"
"22030","12,23,24,26,27,30","5"
"22029","03,08,10,13,26,32","8"
"22028","05,11,20,22,23,29","9"
"22027","14,15,18,19,26,32","9"
"22026","03,04,10,15,22,24","2"
"22025","06,19,24,25,28,32","4"
"22024","07,09,10,14,19,24","15"
"22023","07,12,17,19,24,25","2"
"22022","01,07,11,15,17,19","6"
"22021","03,07,22,24,26,31","14"
"22020","09,11,14,22,30,32","1"
"22019","05,06,14,20,21,25","8"
"22018","07,11,16,17,30,32","16"
"22017","06,09,24,29,30,32","7"
"22016","05,10,19,20,29,31","14"
"22015","06,14,16,27,28,31","7"
"22014","06,07,13,14,15,27","4"
"22013","02,03,04,07,10,18","15"
"22012","04,07,08,29,30,31","1"
"22011","06,15,23,24,25,33","15"
"22010","12,18,19,20,21,32","15"
"22009","04,15,17,19,25,28","16"
"22008","02,03,07,09,20,21","13"
"22007","01,20,22,23,25,28","16"
"22006","03,06,09,15,22,31","2"
"22005","07,10,12,16,19,31","16"
"22004","05,19,24,28,30,32","14"
"22003","02,05,16,17,18,30","6"
"22002","02,12,21,23,25,31","8"
"22001","06,13,15,17,20,21","3"
"21150","09,14,20,21,24,26","4"
"21149","05,10,15,18,19,32","5"
